critical,3
crossing,3
cultivated,3
cupboards,3
curtains,3
curtsey,3
cutting,3
damp,3
dashing,3
debating,3
decay,3
deciding,3
declares,3
decline,3
deed,3
deficiencies,3
dejection,3
delays,3
deliverance,3
demand,3
denying,3
departed,3
depending,3
deprive,3
derive,3
derived,3
descend,3
descriptions,3
desperately,3
destination,3
detail,3
detest,3
diffident,3
directing,3
dirt,3
discern,3
discerned,3
discerning,3
discernment,3
discharge,3
discontent,3
disgraceful,3
disgusted,3
disgusting,3
disinclination,3
