remembers,1
remembrances,1
remind,1
reminds,1
remnant,1
remonstrance,1
removes,1
rendering,1
renew,1
renounced,1
renter,1
renting,1
rents,1
repack,1
repaired,1
reparation,1
repine,1
repining,1
replace,1
replaced,1
reported,1
repossessed,1
reprehensible,1
representative,1
representatives,1
repressed,1
reprieve,1
reproaches,1
reproachfully,1
reprobate,1
reprobates,1
reproved,1
reproving,1
repulsed,1
repulsively,1
reputation,1
requesting,1
requisitions,1
requited,1
rescued,1
resemble,1
resentful,1
reservedness,1
reserving,1
residents,1
