censure,12
chaise,12
cheeks,12
church,12
conclusion,12
confined,12
contempt,12
continuing,12
cordiality,12
dangerous,12
deceived,12
delicate,12
deny,12
difficult,12
direct,12
distressed,12
dr,12
dreadfully,12
dry,12
earlier,12
existence,12
expecting,12
fail,12
fate,12
felicity,12
filled,12
finish,12
force,12
forgive,12
frequent,12
goodness,12
green,12
grew,12
happier,12
happiest,12
height,12
horse,12
houses,12
injured,12
inquiries,12
intercourse,12
jealous,12
justify,12
lessons,12
lose,12
majesty,12
