delusion,1
demanded,1
demeanor,1
demesne,1
demonstrations,1
demur,1
demure,1
denies,1
dennison,1
denote,1
denoting,1
depart,1
dependencies,1
deplore,1
deplored,1
deposited,1
depravity,1
deprecated,1
depressed,1
depression,1
depriving,1
deputation,1
deranged,1
derision,1
descendant,1
descried,1
desert,1
desertion,1
deserves,1
designed,1
desirableness,1
desiring,1
desk,1
desks,1
desolate,1
despatching,1
despising,1
despondency,1
desponding,1
dessert,1
destroys,1
detailed,1
details,1
detaining,1
detecting,1
detection,1
