incurred,2
incurring,2
indication,2
indigence,2
indispensably,2
individual,2
indubitable,2
ineligible,2
inexperienced,2
infatuation,2
infection,2
infer,2
inflicting,2
inforced,2
informing,2
ingenious,2
ingenuity,2
inhabitants,2
inheriting,2
injunction,2
injure,2
innocence,2
innocent,2
innoxious,2
inns,2
insensibility,2
inside,2
insignificant,2
insolent,2
inspection,2
inspired,2
instantaneously,2
insulted,2
insured,2
intend,2
intends,2
intentionally,2
intently,2
interim,2
internal,2
intreat,2
invaluable,2
invent,2
investigation,2
involuntarily,2
