departing,2
deplorable,2
descending,2
describing,2
deserts,2
designing,2
desperation,2
despise,2
despised,2
despondence,2
destiny,2
destroy,2
destruction,2
detected,2
deviation,2
devotion,2
dies,2
dim,2
dimensions,2
diminished,2
diminution,2
dinn,2
dipped,2
disagreement,2
disappoint,2
disappointing,2
disapprove,2
discharged,2
discharging,2
disclosing,2
discompose,2
discontented,2
discontents,2
discovering,2
discredit,2
discreet,2
disdain,2
disengaged,2
dishes,2
dismounted,2
disparity,2
dispirited,2
disproportion,2
disquiet,2
disregard,2
