calculations,4
candid,4
cap,4
careys,4
cautiously,4
ceaseless,4
changing,4
charity,4
charmed,4
cheered,4
cheerfully,4
choked,4
chosen,4
claimed,4
class,4
clearly,4
coat,4
colouring,4
comprehended,4
concerning,4
conclude,4
confessed,4
confirmation,4
confirmed,4
conjectures,4
consequences,4
considerate,4
consistent,4
containing,4
contemptuous,4
contemptuously,4
contend,4
contentment,4
contradict,4
contrast,4
cowper,4
created,4
creditable,4
crime,4
crown,4
crumbs,4
dalrymples,4
daring,4
date,4
dears,4
debt,4
