dull,15
encouragement,15
encouraging,15
england,15
expense,15
figure,15
frequently,15
gentle,15
grounds,15
habit,15
humoured,15
ignorance,15
imagination,15
impression,15
improvement,15
imprudence,15
indulgence,15
interested,15
laugh,15
line,15
miserable,15
mouth,15
move,15
natured,15
noise,15
occupied,15
offence,15
offered,15
orders,15
passing,15
perceived,15
possibly,15
prepared,15
presently,15
proceed,15
properly,15
puzzled,15
result,15
run,15
safely,15
seriously,15
servants,15
shewn,15
somebody,15
song,15
