closer,3
closet,3
clouds,3
collar,3
collecting,3
combat,3
commonest,3
communicating,3
compact,3
comparing,3
comparisons,3
competence,3
composedly,3
compromise,3
conceit,3
conceived,3
condemnation,3
condescend,3
condolence,3
confirming,3
confusing,3
consequent,3
considers,3
consisted,3
consoled,3
constitution,3
consultation,3
contemplation,3
content,3
contracted,3
contrasted,3
contributed,3
conversations,3
conversed,3
coolly,3
coolness,3
cordial,3
cordially,3
counteract,3
couples,3
courteous,3
courting,3
coxcomb,3
crab,3
crash,3
create,3
