grey,13
hopeless,13
inclined,13
independence,13
indignation,13
inferior,13
instance,13
intention,13
interval,13
lying,13
nine,13
noticed,13
occur,13
parsonage,13
passage,13
plymouth,13
pocket,13
pretend,13
produce,13
queer,13
raise,13
repeat,13
resemblance,13
roused,13
separation,13
sought,13
started,13
steady,13
stronger,13
submit,13
success,13
tenant,13
tolerable,13
variety,13
wouldn,13
younger,13
abilities,12
acting,12
addition,12
affairs,12
alike,12
autumn,12
begged,12
belief,12
carteret,12
