accordant,1
accounted,1
accounting,1
accrue,1
accused,1
accustom,1
accustomed,1
ache,1
acknowledgements,1
acquaintances,1
acquiesced,1
acquittal,1
acquitting,1
acre,1
acres,1
actuated,1
acutely,1
ada,1
adequate,1
adhering,1
adjourn,1
adjusting,1
administer,1
administering,1
admirable,1
admirably,1
admiralty,1
admirer,1
admirers,1
admission,1
adoption,1
adverse,1
advertise,1
advertised,1
affects,1
affirmative,1
affixed,1
afflict,1
afflicting,1
afflictions,1
affluent,1
affords,1
affronted,1
affronts,1
afloat,1
afore,1
