changed,24
charlotte,24
civil,24
civility,24
clear,24
crofts,24
curious,24
entrance,24
excuse,24
extraordinary,24
feet,24
form,24
history,24
horses,24
introduced,24
liberty,24
neighbourhood,24
nice,24
note,24
nurse,24
perfect,24
proved,24
receive,24
says,24
seat,24
simple,24
sudden,24
suffer,24
address,23
ah,23
attempt,23
boy,23
calm,23
cheerful,23
composure,23
confess,23
disappointed,23
evident,23
explain,23
frederick,23
increased,23
information,23
intelligence,23
interrupted,23
knows,23
makes,23
