timestamp,temperature,sys_load_1,cpu_percent,cpu_freq,fan_rpm
2020-05-18 07:17:25.880953,32.666666666666664,0.72,4.0,2159.8532499999997,797
2020-05-18 07:18:25.904675,32.833333333333336,0.65,6.85,1461.95975,826
2020-05-18 07:19:25.924770,34.833333333333336,0.85,7.71,2031.9143333333334,781
2020-05-18 07:20:25.947521,33.0,0.75,6.82,1500.7278333333334,799
2020-05-18 07:21:25.972416,32.5,0.27,8.82,885.56975,785
2020-05-18 07:22:25.998508,32.166666666666664,0.24,2.63,2169.148583333333,821
2020-05-18 07:23:26.024148,31.833333333333332,0.35000000000000003,4.23,2261.3799166666668,781
2020-05-18 07:24:26.047103,32.333333333333336,0.26,3.94,1854.1980833333334,761
2020-05-18 07:25:26.071230,34.333333333333336,0.6900000000000001,14.31,3572.5009166666664,832
2020-05-18 07:26:26.095349,32.666666666666664,0.71,5.98,1235.1539166666666,796
2020-05-18 07:27:26.119381,33.666666666666664,0.67,10.24,1564.228,783
2020-05-18 07:28:26.146910,33.0,1.18,5.77,1578.5639166666667,795
2020-05-18 07:29:26.172044,32.666666666666664,0.75,2.5700000000000003,2088.113083333333,763
2020-05-18 07:30:26.198110,32.416666666666664,0.73,2.24,1831.4442500000002,796
2020-05-18 07:31:26.223370,32.166666666666664,0.48,2.41,800.1429166666668,887
2020-05-18 07:32:26.248732,32.333333333333336,0.17,4.27,896.0949999999999,801
2020-05-18 07:33:26.272712,33.333333333333336,0.24,15.58,3818.3742500000003,773
2020-05-18 07:34:26.295225,35.666666666666664,0.77,18.06,4112.090416666667,787
2020-05-18 07:35:26.319977,32.333333333333336,0.67,10.1,2075.496083333333,791
2020-05-18 07:36:26.343763,33.833333333333336,0.52,4.76,1830.595166666667,769
2020-05-18 07:37:26.369706,32.75,0.71,5.89,1829.7691666666667,826
2020-05-18 07:38:26.394898,32.25,0.93,10.09,1363.8756666666666,767
2020-05-18 07:39:26.418141,33.0,0.84,2.48,2093.1715,789
2020-05-18 07:40:26.442766,35.916666666666664,0.38,1.49,2092.2889166666664,786
2020-05-18 07:41:26.470115,32.0,0.41000000000000003,1.75,2659.501166666667,783
2020-05-18 07:42:26.496288,34.166666666666664,0.78,1.74,2417.8630833333336,793
2020-05-18 07:43:26.522988,34.833333333333336,1.18,1.25,2372.8842499999996,783
