timestamp,temperature,sys_load_1,cpu_percent,cpu_freq,fan_rpm
2020-05-20 12:02:49.850707,32.0,0.58,2.86,1474.1531666666667,796
2020-05-20 12:02:59.855392,31.75,0.5700000000000001,2.68,1579.0552500000001,805
2020-05-20 12:03:09.859261,32.166666666666664,0.48,3.24,1500.3485833333334,810
2020-05-20 12:03:19.863313,31.833333333333332,0.49,3.52,1230.24975,788
2020-05-20 12:03:29.868141,32.0,0.64,2.43,1766.9593333333332,805
2020-05-20 12:03:39.872539,31.833333333333332,0.62,2.91,1477.4439999999997,784
2020-05-20 12:03:49.877272,31.833333333333332,0.6000000000000001,2.43,1768.6436666666668,798
2020-05-20 12:03:59.881703,32.25,0.66,2.33,1670.4710833333331,809
2020-05-20 12:04:09.886347,32.0,0.71,2.26,2111.732,812
2020-05-20 12:04:19.890356,31.666666666666668,0.68,2.35,1931.1817499999997,771
2020-05-20 12:04:29.894704,32.083333333333336,0.66,2.41,1660.7275833333333,766
2020-05-20 12:04:39.899632,31.5,0.64,2.48,1892.3598333333332,767
2020-05-20 12:04:49.903861,31.666666666666668,0.62,2.9699999999999998,800.12925,775
2020-05-20 12:04:59.908427,31.75,0.52,2.67,1413.3067499999997,775
2020-05-20 12:05:09.912113,31.5,0.44,3.07,2212.2459166666667,767
2020-05-20 12:05:19.916757,31.5,0.37,3.04,1639.24075,791
2020-05-20 12:05:29.921618,31.5,0.4,2.75,1720.368083333333,776
2020-05-20 12:05:39.926520,31.5,0.41000000000000003,2.34,800.17,762
2020-05-20 12:05:49.931143,31.583333333333332,0.42,2.83,1727.4479166666667,761
2020-05-20 12:05:59.935704,31.75,0.44,2.68,1668.9030833333334,776
2020-05-20 12:06:09.940065,31.833333333333332,0.44,2.31,1794.7901666666667,767
2020-05-20 12:06:19.944814,31.833333333333332,0.45,2.5700000000000003,1627.6800833333334,766
2020-05-20 12:06:29.949704,31.333333333333332,0.38,2.26,800.1880000000001,757
2020-05-20 12:06:39.954657,31.5,0.41000000000000003,2.99,1613.2407499999997,760
2020-05-20 12:06:49.959253,31.833333333333332,0.5,2.95,1598.2154166666662,757
2020-05-20 12:06:59.963397,31.5,0.51,2.27,2052.583166666667,760
2020-05-20 12:07:09.967354,31.75,0.43,2.5700000000000003,1946.9304166666668,752
2020-05-20 12:07:19.972101,33.333333333333336,0.51,2.8200000000000003,1490.4205833333333,809
2020-05-20 12:07:29.976636,31.333333333333332,0.51,2.49,1565.0648333333336,783
2020-05-20 12:07:39.981635,31.666666666666668,0.43,2.99,1511.586583333333,766
2020-05-20 12:07:49.986102,31.333333333333332,0.45,2.98,1726.975416666667,771
2020-05-20 12:07:59.990547,32.166666666666664,0.38,2.33,1605.956583333333,777
2020-05-20 12:08:09.994741,31.333333333333332,0.4,2.5,1463.2629166666666,793
2020-05-20 12:08:19.999319,31.166666666666668,0.41000000000000003,3.94,1442.7650833333337,784
2020-05-20 12:08:30.004015,31.416666666666668,0.43,3.07,1362.089,786
2020-05-20 12:08:40.008713,31.333333333333332,0.44,4.29,1549.86525,784
2020-05-20 12:08:50.013301,31.333333333333332,0.37,2.23,1740.360333333333,783
2020-05-20 12:09:00.017729,31.333333333333332,0.48,2.43,1685.0178333333333,769
2020-05-20 12:09:10.022151,32.166666666666664,0.4,3.07,1372.98225,799
2020-05-20 12:09:20.026526,31.666666666666668,0.34,2.66,1899.9535833333337,787
2020-05-20 12:09:30.030756,31.75,0.29,2.27,1693.0624999999998,768
2020-05-20 12:09:40.034898,32.166666666666664,0.24,2.5,1497.2425833333336,779
2020-05-20 12:09:50.039308,31.416666666666668,0.2,2.68,1335.2801666666667,775
2020-05-20 12:10:00.043601,31.666666666666668,0.17,2.42,1700.1629999999998,790
2020-05-20 12:10:10.048599,31.666666666666668,0.30000000000000004,2.42,1621.7975833333333,753
2020-05-20 12:10:20.053239,31.666666666666668,0.33,2.7800000000000002,868.5921666666668,770
2020-05-20 12:10:30.057755,31.166666666666668,0.28,2.48,1405.9605833333333,774
2020-05-20 12:10:40.062555,31.583333333333332,0.23,2.25,1728.70225,789
2020-05-20 12:10:50.067222,31.5,0.28,3.63,1444.8990000000001,781
2020-05-20 12:11:00.071773,31.833333333333332,0.24,2.8200000000000003,1634.4829166666666,762
2020-05-20 12:11:10.076042,31.333333333333332,0.35000000000000003,3.79,1354.5545833333333,770
2020-05-20 12:11:20.080637,31.333333333333332,0.29,2.74,1701.20825,786
2020-05-20 12:11:30.085092,31.5,0.25,3.13,1759.1615000000004,776
2020-05-20 12:11:40.089565,31.166666666666668,0.21,2.99,1130.5298333333333,755
2020-05-20 12:11:50.094396,31.333333333333332,0.5,3.17,1547.8999166666665,756
2020-05-20 12:12:00.098844,31.333333333333332,0.5700000000000001,3.07,1505.5322500000002,769
2020-05-20 12:12:10.103521,31.666666666666668,0.56,3.43,1340.7205833333333,769
2020-05-20 12:12:20.108238,31.166666666666668,0.55,3.41,1371.8074166666668,763
2020-05-20 12:12:30.112718,32.166666666666664,0.47000000000000003,1.99,2028.5609166666663,760
2020-05-20 12:12:40.117707,31.083333333333332,0.4,2.32,1707.1115833333333,760
2020-05-20 12:12:50.122570,31.5,0.42,2.48,1740.0735000000002,755
2020-05-20 12:13:00.127392,31.333333333333332,0.35000000000000003,2.64,800.1415833333334,760
2020-05-20 12:13:10.132034,31.166666666666668,0.30000000000000004,2.48,1419.3948333333335,793
2020-05-20 12:13:20.136572,31.666666666666668,0.25,2.67,1563.3493333333333,772
2020-05-20 12:13:30.140688,31.5,0.29,2.76,1449.639583333333,765
2020-05-20 12:13:40.145154,32.0,0.32,2.8200000000000003,1575.7195,774
2020-05-20 12:13:50.149844,31.333333333333332,0.27,3.02,1553.5072499999999,790
2020-05-20 12:14:00.154010,31.5,0.22,2.43,1541.7733333333333,804
2020-05-20 12:14:10.158561,31.166666666666668,0.19,2.48,1247.4360833333333,787
2020-05-20 12:14:20.162919,31.166666666666668,0.16,2.95,1720.076,765
2020-05-20 12:14:30.167659,31.166666666666668,0.36,2.43,1685.3685833333332,791
2020-05-20 12:14:40.172149,31.166666666666668,0.30000000000000004,2.8200000000000003,1541.6746666666668,777
2020-05-20 12:14:50.176433,31.333333333333332,0.42,3.25,1434.235,783
2020-05-20 12:15:00.180684,31.166666666666668,0.35000000000000003,3.0,1548.0921666666666,772
2020-05-20 12:15:10.185194,31.166666666666668,0.30000000000000004,2.91,1680.2451666666666,786
2020-05-20 12:15:20.189126,31.0,0.25,4.02,1306.2130833333333,773
2020-05-20 12:15:30.193406,31.5,0.21,2.58,1613.5186666666668,758
2020-05-20 12:15:40.198136,31.0,0.18,2.46,1473.63025,769
2020-05-20 12:15:50.202759,31.0,0.22,3.0,1278.3019166666666,794
2020-05-20 12:16:00.207457,31.333333333333332,0.19,2.66,1582.6194166666667,771
2020-05-20 12:16:10.211489,31.333333333333332,0.16,2.68,1418.84025,761
2020-05-20 12:16:20.216435,31.333333333333332,0.14,3.35,1639.041833333333,793
2020-05-20 12:16:30.221316,30.916666666666668,0.35000000000000003,2.4,1773.763083333333,801
2020-05-20 12:16:40.226272,31.333333333333332,0.29,1.9300000000000002,1888.6274166666665,762
2020-05-20 12:16:50.230647,31.0,0.33,3.02,1329.4324166666665,772
2020-05-20 12:17:00.235155,31.0,0.35000000000000003,2.99,1421.37825,759
2020-05-20 12:17:10.239893,31.166666666666668,0.30000000000000004,3.11,1463.5348333333334,768
2020-05-20 12:17:20.244584,32.166666666666664,0.25,3.25,1420.7574166666666,766
2020-05-20 12:17:30.249083,31.333333333333332,0.21,2.36,1632.8400000000001,753
2020-05-20 12:17:40.253727,31.166666666666668,0.18,2.76,1512.0210833333333,758
2020-05-20 12:17:50.258337,31.25,0.15,2.93,1635.6804999999997,775
2020-05-20 12:18:00.262645,30.833333333333332,0.13,2.5700000000000003,1433.7559166666667,770
2020-05-20 12:18:10.267343,31.166666666666668,0.11,2.43,1453.3168333333333,780
2020-05-20 12:18:20.271946,31.166666666666668,0.09,2.68,1396.8766666666668,762
2020-05-20 12:18:30.276131,31.166666666666668,0.08,2.26,1062.2570833333332,767
2020-05-20 12:18:40.280174,31.666666666666668,0.14,2.5700000000000003,1850.837666666667,770
2020-05-20 12:18:50.284504,31.166666666666668,0.19,3.12,1365.4750000000001,764
2020-05-20 12:19:00.288711,31.666666666666668,0.24,3.07,1866.3166666666666,778
2020-05-20 12:19:10.293465,31.333333333333332,0.2,2.5700000000000003,1762.5645833333335,783
2020-05-20 12:19:20.298205,31.166666666666668,0.17,3.06,1401.2989166666666,753
2020-05-20 12:19:30.302827,31.333333333333332,0.39,2.93,1418.7259166666665,766
2020-05-20 12:19:40.307486,31.416666666666668,0.33,2.32,1639.9979166666665,807
2020-05-20 12:19:50.310936,31.083333333333332,0.35000000000000003,2.67,1655.0302499999998,780
2020-05-20 12:20:00.315305,31.0,0.30000000000000004,2.49,1768.352666666667,758
2020-05-20 12:20:10.319340,31.333333333333332,0.25,3.66,1338.736333333333,775
2020-05-20 12:20:20.323744,31.333333333333332,0.21,2.86,1456.2956666666669,798
2020-05-20 12:20:30.328367,31.166666666666668,0.18,2.66,1597.4828333333335,755
2020-05-20 12:20:40.332052,31.166666666666668,0.15,2.34,1500.3468333333333,776
2020-05-20 12:20:50.336410,32.166666666666664,0.13,3.26,1299.3479166666666,755
2020-05-20 12:21:00.341025,31.166666666666668,0.25,3.5700000000000003,1218.3084166666665,770
2020-05-20 12:21:10.345785,31.25,0.22,2.88,1521.7830833333335,758
2020-05-20 12:21:20.350401,31.666666666666668,0.26,2.98,1577.7444166666667,760
2020-05-20 12:21:30.354480,31.666666666666668,0.30000000000000004,3.0,1287.7826666666667,772
2020-05-20 12:21:40.359297,31.166666666666668,0.41000000000000003,2.74,1503.653,792
2020-05-20 12:21:50.363852,31.166666666666668,0.34,3.1,1611.7417500000001,753
2020-05-20 12:22:00.368782,32.333333333333336,0.36,3.0,1493.4425,764
2020-05-20 12:22:10.373047,31.333333333333332,0.53,2.74,1523.0857500000002,784
2020-05-20 12:22:20.376992,31.166666666666668,0.52,2.95,1525.0585,766
2020-05-20 12:22:30.381427,31.5,0.44,3.15,1497.3419166666665,772
2020-05-20 12:22:40.386220,32.333333333333336,0.37,3.15,1401.7831666666668,767
2020-05-20 12:22:50.390933,31.333333333333332,0.31,2.99,1504.0296666666666,774
2020-05-20 12:23:00.395229,31.333333333333332,0.27,2.18,1705.1008333333332,780
2020-05-20 12:23:10.400076,31.333333333333332,0.22,2.73,1775.8758333333335,770
2020-05-20 12:23:20.403869,31.25,0.19,2.8200000000000003,1260.5885833333334,772
2020-05-20 12:23:30.408487,31.166666666666668,0.32,2.43,1649.9042499999998,783
2020-05-20 12:23:40.413145,31.833333333333332,0.34,2.58,1507.5595833333334,769
2020-05-20 12:23:50.417916,31.333333333333332,0.29,2.93,2177.4677500000003,753
2020-05-20 12:24:00.422267,31.083333333333332,0.25,3.07,1646.095833333333,774
2020-05-20 12:24:10.426656,31.333333333333332,0.21,2.42,1801.826,794
2020-05-20 12:24:20.430881,31.833333333333332,0.18,3.12,1948.2640000000001,764
2020-05-20 12:24:30.435576,30.833333333333332,0.15,2.8200000000000003,1479.8225833333336,760
2020-05-20 12:24:40.440057,31.166666666666668,0.12,2.75,1272.2734999999998,760
2020-05-20 12:24:50.443752,39.166666666666664,0.19,10.82,4470.751833333334,825
2020-05-20 12:25:00.447936,31.166666666666668,0.16,2.34,1491.1632499999998,742
2020-05-20 12:25:10.452017,31.333333333333332,0.29,3.41,1406.9994166666665,772
2020-05-20 12:25:20.456592,31.0,0.33,2.9699999999999998,1597.188666666667,755
2020-05-20 12:25:30.460892,32.0,0.35000000000000003,3.16,1445.2004166666666,761
2020-05-20 12:25:40.465534,31.5,0.30000000000000004,2.48,1865.2914166666667,785
